-183.657, 78.164, 1.782,  1.765
-183.653, 78.110, 1.594,  1.798
-183.649, 78.067, 1.296,  1.831
-183.647, 78.035, 0.927,  1.864
-183.645, 78.014, 0.731,  1.897
-183.642, 77.984, 0.965,  1.930
-183.639, 77.946, 1.150,  1.963
-183.635, 77.902, 1.320,  1.996
-183.631, 77.853, 1.483,  2.029
-183.627, 77.798, 1.643,  2.062
-183.622, 77.738, 1.803,  2.095
-183.616, 77.673, 1.942,  2.128
-183.611, 77.605, 2.028,  2.161
-183.605, 77.537, 2.035,  2.194
-183.600, 77.471, 1.958,  2.227
-183.595, 77.411, 1.813,  2.260
-183.590, 77.356, 1.670,  2.293
-183.587, 77.309, 1.381,  2.326
-183.584, 77.272, 1.178,  2.359
-183.580, 77.232, 1.243,  2.392
-183.576, 77.190, 1.281,  2.425
-183.573, 77.145, 1.351,  2.458
-183.568, 77.097, 1.467,  2.491
-183.564, 77.043, 1.633,  2.524
-183.559, 76.983, 1.807,  2.557
-183.553, 76.917, 1.973,  2.590
-183.547, 76.847, 2.113,  2.623
-183.541, 76.774, 2.195,  2.656
-183.535, 76.700, 2.196,  2.689
-183.529, 76.630, 2.114,  2.722
-183.524, 76.564, 1.967,  2.755
-183.519, 76.505, 1.785,  2.788
-183.514, 76.451, 1.627,  2.821
-183.510, 76.402, 1.453,  2.854
-183.506, 76.361, 1.290,  2.887
-183.503, 76.318, 1.311,  2.920
-183.499, 76.273, 1.364,  2.953
-183.495, 76.225, 1.459,  2.986
-183.490, 76.171, 1.614,  3.019
-183.485, 76.112, 1.786,  3.052
-183.479, 76.047, 1.952,  3.085
-183.474, 75.977, 2.105,  3.118
-183.467, 75.903, 2.217,  3.151
-183.461, 75.828, 2.254,  3.184
-183.455, 75.754, 2.206,  3.217
-183.449, 75.684, 2.088,  3.250
-183.444, 75.620, 1.916,  3.283
-183.439, 75.562, 1.755,  3.316
-183.435, 75.508, 1.665,  3.349
-183.430, 75.454, 1.626,  3.382
-183.426, 75.401, 1.635,  3.415
-183.421, 75.346, 1.676,  3.448
-183.416, 75.288, 1.755,  3.481
-183.411, 75.226, 1.876,  3.514
-183.406, 75.159, 2.016,  3.547
-183.400, 75.087, 2.156,  3.580
-183.394, 75.012, 2.259,  3.613
-183.388, 74.935, 2.292,  3.646
-183.382, 74.860, 2.243,  3.679
-183.376, 74.789, 2.127,  3.712
-183.371, 74.724, 1.961,  3.745
-183.366, 74.664, 1.809,  3.778
-183.361, 74.607, 1.724,  3.811
-183.357, 74.552, 1.692,  3.844
-183.352, 74.496, 1.693,  3.877
-183.348, 74.439, 1.727,  3.910
-183.343, 74.379, 1.804,  3.943
-183.338, 74.315, 1.931,  3.976
-183.333, 74.246, 2.070,  4.009
-183.327, 74.173, 2.213,  4.042
-183.321, 74.095, 2.337,  4.075
-183.314, 74.014, 2.411,  4.108
-183.308, 73.934, 2.409,  4.141
-183.302, 73.856, 2.327,  4.174
-183.297, 73.783, 2.181,  4.207
-183.292, 73.716, 2.028,  4.240
-183.287, 73.653, 1.916,  4.273
-183.282, 73.591, 1.869,  4.306
-183.277, 73.530, 1.851,  4.339
-183.273, 73.469, 1.854,  4.372
-183.268, 73.406, 1.890,  4.405
-183.263, 73.341, 1.973,  4.438
-183.258, 73.272, 2.092,  4.471
-183.252, 73.198, 2.222,  4.504
-183.247, 73.120, 2.353,  4.537
-183.241, 73.038, 2.451,  4.570
-183.235, 72.955, 2.482,  4.603
-183.229, 72.874, 2.432,  4.636
-183.223, 72.796, 2.317,  4.669
-183.218, 72.724, 2.157,  4.702
-183.213, 72.657, 2.012,  4.735
-183.208, 72.594, 1.928,  4.768
-183.204, 72.531, 1.911,  4.801
-183.199, 72.468, 1.914,  4.834
-183.195, 72.403, 1.949,  4.867
-183.190, 72.336, 2.032,  4.900
-183.185, 72.265, 2.146,  4.933
-183.180, 72.189, 2.272,  4.966
-183.174, 72.109, 2.406,  4.999
-183.168, 72.025, 2.525,  5.032
-183.162, 71.939, 2.597,  5.065
-183.156, 71.852, 2.595,  5.098
-183.151, 71.768, 2.515,  5.131
-183.145, 71.688, 2.370,  5.164
-183.141, 71.615, 2.220,  5.197
-183.136, 71.545, 2.121,  5.230
-183.131, 71.476, 2.094,  5.263
-183.127, 71.406, 2.114,  5.296
-183.122, 71.334, 2.165,  5.329
-183.117, 71.260, 2.246,  5.362
-183.112, 71.182, 2.349,  5.395
-183.106, 71.100, 2.467,  5.428
-183.101, 71.014, 2.575,  5.461
-183.095, 70.926, 2.640,  5.494
-183.090, 70.838, 2.635,  5.527
-183.084, 70.753, 2.552,  5.560
-183.079, 70.672, 2.407,  5.593
-183.075, 70.597, 2.259,  5.626
-183.070, 70.526, 2.162,  5.659
-183.066, 70.455, 2.135,  5.692
-183.061, 70.384, 2.153,  5.725
-183.057, 70.311, 2.202,  5.758
-183.052, 70.235, 2.282,  5.791
-183.047, 70.156, 2.384,  5.824
-183.042, 70.073, 2.501,  5.857
-183.037, 69.986, 2.627,  5.890
-183.032, 69.895, 2.735,  5.923
-183.026, 69.801, 2.795,  5.956
-183.021, 69.708, 2.781,  5.989
-183.016, 69.618, 2.691,  6.022
-183.011, 69.533, 2.542,  6.055
-183.006, 69.454, 2.387,  6.088
-183.002, 69.379, 2.281,  6.121
-182.998, 69.304, 2.245,  6.154
-182.993, 69.230, 2.256,  6.187
-182.989, 69.154, 2.301,  6.220
-182.985, 69.075, 2.378,  6.253
-182.980, 68.993, 2.477,  6.286
-182.975, 68.906, 2.591,  6.319
-182.970, 68.816, 2.717,  6.352
-182.965, 68.722, 2.832,  6.385
-182.960, 68.625, 2.904,  6.418
-182.955, 68.528, 2.906,  6.451
-182.950, 68.433, 2.829,  6.484
-182.945, 68.343, 2.689,  6.517
-182.940, 68.259, 2.540,  6.550
-182.936, 68.178, 2.435,  6.583
-182.932, 68.099, 2.398,  6.616
-182.928, 68.019, 2.407,  6.649
-182.924, 67.938, 2.449,  6.682
-182.919, 67.854, 2.523,  6.715
-182.915, 67.767, 2.619,  6.748
-182.910, 67.676, 2.732,  6.781
-182.906, 67.581, 2.855,  6.814
-182.901, 67.483, 2.966,  6.847
-182.896, 67.381, 3.031,  6.880
-182.891, 67.280, 3.026,  6.913
-182.886, 67.182, 2.945,  6.946
-182.882, 67.088, 2.802,  6.979
-182.877, 67.000, 2.650,  7.012
-182.873, 66.916, 2.541,  7.045
-182.869, 66.833, 2.498,  7.078
-182.865, 66.750, 2.502,  7.111
-182.861, 66.666, 2.540,  7.144
-182.857, 66.579, 2.611,  7.177
-182.853, 66.490, 2.705,  7.210
-182.849, 66.396, 2.816,  7.243
-182.844, 66.298, 2.939,  7.276
-182.840, 66.196, 3.053,  7.309
-182.835, 66.092, 3.127,  7.342
-182.831, 65.987, 3.133,  7.375
-182.826, 65.885, 3.062,  7.408
-182.822, 65.787, 2.925,  7.441
-182.818, 65.694, 2.778,  7.474
-182.814, 65.606, 2.672,  7.507
-182.810, 65.519, 2.628,  7.540
-182.806, 65.432, 2.630,  7.573
-182.803, 65.344, 2.666,  7.606
-182.799, 65.253, 2.734,  7.639
-182.795, 65.159, 2.826,  7.672
-182.791, 65.061, 2.936,  7.705
-182.786, 64.959, 3.057,  7.738
-182.782, 64.853, 3.183,  7.771
-182.778, 64.744, 3.281,  7.804
-182.773, 64.633, 3.316,  7.837
-182.769, 64.524, 3.275,  7.870
-182.765, 64.418, 3.168,  7.903
-182.761, 64.317, 3.009,  7.936
-182.757, 64.222, 2.850,  7.969
-182.753, 64.132, 2.735,  8.002
-182.750, 64.043, 2.682,  8.035
-182.747, 63.955, 2.673,  8.068
-182.743, 63.865, 2.701,  8.101
-182.740, 63.773, 2.764,  8.134
-182.736, 63.678, 2.852,  8.167
-182.732, 63.580, 2.958,  8.200
-182.728, 63.477, 3.077,  8.233
-182.724, 63.370, 3.206,  8.266
-182.720, 63.259, 3.338,  8.299
-182.716, 63.145, 3.441,  8.332
-182.712, 63.028, 3.482,  8.365
-182.708, 62.913, 3.446,  8.398
-182.704, 62.801, 3.344,  8.431
-182.700, 62.695, 3.187,  8.464
-182.697, 62.594, 3.025,  8.497
-182.693, 62.498, 2.903,  8.530
-182.690, 62.404, 2.842,  8.563
-182.687, 62.310, 2.827,  8.596
-182.683, 62.216, 2.850,  8.629
-182.680, 62.119, 2.909,  8.662
-182.677, 62.019, 2.994,  8.695
-182.673, 61.916, 3.097,  8.728
-182.670, 61.809, 3.214,  8.761
-182.666, 61.698, 3.341,  8.794
-182.662, 61.582, 3.473,  8.827
-182.658, 61.463, 3.587,  8.860
-182.654, 61.341, 3.655,  8.893
-182.650, 61.219, 3.651,  8.926
-182.647, 61.099, 3.573,  8.959
-182.643, 60.985, 3.434,  8.992
-182.640, 60.875, 3.281,  9.025
-182.636, 60.771, 3.162,  9.058
-182.633, 60.668, 3.101,  9.091
-182.630, 60.566, 3.085,  9.124
-182.627, 60.463, 3.105,  9.157
-182.623, 60.358, 3.161,  9.190
-182.620, 60.250, 3.242,  9.223
-182.617, 60.139, 3.342,  9.256
-182.613, 60.023, 3.457,  9.289
-182.610, 59.904, 3.581,  9.322
-182.606, 59.781, 3.696,  9.355
-182.603, 59.655, 3.774,  9.388
-182.599, 59.529, 3.786,  9.421
-182.595, 59.404, 3.722,  9.454
-182.592, 59.284, 3.594,  9.487
-182.589, 59.169, 3.448,  9.520
-182.586, 59.058, 3.335,  9.553
-182.583, 58.950, 3.274,  9.586
-182.580, 58.842, 3.257,  9.619
-182.577, 58.733, 3.276,  9.652
-182.573, 58.623, 3.329,  9.685
-182.570, 58.509, 3.409,  9.718
-182.567, 58.392, 3.507,  9.751
-182.564, 58.272, 3.619,  9.784
-182.561, 58.147, 3.741,  9.817
-182.557, 58.019, 3.863,  9.850
-182.554, 57.887, 3.957,  9.883
-182.550, 57.753, 3.991,  9.916
-182.547, 57.621, 3.950,  9.949
-182.544, 57.493, 3.844,  9.982
-182.541, 57.370, 3.696, 10.015
-182.538, 57.252, 3.548, 10.048
-182.535, 57.137, 3.436, 10.081
-182.532, 57.026, 3.375, 10.114
-182.529, 56.914, 3.346, 10.147
-182.526, 56.803, 3.355, 10.180
-182.524, 56.690, 3.402, 10.213
-182.521, 56.574, 3.476, 10.246
-182.518, 56.455, 3.570, 10.279
-182.515, 56.333, 3.679, 10.312
-182.512, 56.206, 3.798, 10.345
-182.509, 56.075, 3.925, 10.378
-182.505, 55.940, 4.053, 10.411
-182.502, 55.802, 4.155, 10.444
-182.499, 55.662, 4.198, 10.477
-182.496, 55.522, 4.166, 10.510
-182.493, 55.387, 4.068, 10.543
-182.490, 55.256, 3.919, 10.576
-182.487, 55.131, 3.761, 10.609
-182.484, 55.010, 3.636, 10.642
-182.482, 54.892, 3.562, 10.675
-182.479, 54.775, 3.527, 10.708
-182.476, 54.657, 3.530, 10.741
-182.474, 54.539, 3.571, 10.774
-182.471, 54.418, 3.641, 10.807
-182.468, 54.293, 3.731, 10.840
-182.466, 54.165, 3.836, 10.873
-182.463, 54.034, 3.952, 10.906
-182.460, 53.898, 4.076, 10.939
-182.457, 53.758, 4.206, 10.972
-182.454, 53.614, 4.326, 11.005
-182.451, 53.467, 4.410, 11.038
-182.448, 53.319, 4.430, 11.071
-182.445, 53.173, 4.375, 11.104
-182.442, 53.031, 4.254, 11.137
-182.439, 52.894, 4.110, 11.170
-182.436, 52.761, 3.977, 11.203
-182.434, 52.633, 3.880, 11.236
-182.431, 52.506, 3.814, 11.269
-182.429, 52.381, 3.776, 11.302
-182.426, 52.255, 3.775, 11.335
-182.424, 52.128, 3.812, 11.368
-182.421, 51.999, 3.878, 11.401
-182.419, 51.867, 3.964, 11.434
-182.416, 51.732, 4.065, 11.467
-182.413, 51.593, 4.176, 11.500
-182.411, 51.449, 4.297, 11.533
-182.408, 51.302, 4.423, 11.566
-182.405, 51.151, 4.550, 11.599
-182.402, 50.996, 4.651, 11.632
-182.399, 50.839, 4.695, 11.665
-182.397, 50.683, 4.665, 11.698
-182.394, 50.531, 4.571, 11.731
-182.391, 50.383, 4.423, 11.764
-182.389, 50.241, 4.261, 11.797
-182.386, 50.104, 4.125, 11.830
-182.384, 49.970, 4.036, 11.863
-182.381, 49.838, 3.987, 11.896
-182.379, 49.706, 3.976, 11.929
-182.377, 49.572, 4.006, 11.962
-182.374, 49.437, 4.064, 11.995
-182.372, 49.299, 4.144, 12.028
-182.370, 49.158, 4.239, 12.061
-182.367, 49.013, 4.346, 12.094
-182.365, 48.864, 4.462, 12.127
-182.362, 48.712, 4.584, 12.160
-182.359, 48.555, 4.712, 12.193
-182.357, 48.394, 4.831, 12.226
-182.354, 48.230, 4.915, 12.259
-182.351, 48.065, 4.938, 12.292
-182.349, 47.902, 4.886, 12.325
-182.346, 47.743, 4.769, 12.358
-182.344, 47.589, 4.629, 12.391
-182.341, 47.439, 4.508, 12.424
-182.339, 47.292, 4.429, 12.457
-182.337, 47.146, 4.386, 12.490
-182.334, 47.001, 4.378, 12.523
-182.332, 46.854, 4.406, 12.556
-182.330, 46.706, 4.461, 12.589
-182.327, 46.555, 4.536, 12.622
-182.325, 46.401, 4.627, 12.655
-182.323, 46.243, 4.729, 12.688
-182.320, 46.082, 4.840, 12.721
-182.318, 45.917, 4.958, 12.754
-182.315, 45.748, 5.078, 12.787
-182.312, 45.575, 5.178, 12.820
-182.310, 45.400, 5.226, 12.853
-182.307, 45.227, 5.200, 12.886
-182.305, 45.057, 5.110, 12.919
-182.302, 44.891, 4.966, 12.952
-182.300, 44.731, 4.801, 12.985
-182.298, 44.576, 4.658, 13.018
-182.296, 44.425, 4.558, 13.051
-182.294, 44.275, 4.496, 13.084
-182.292, 44.127, 4.470, 13.117
-182.289, 43.977, 4.484, 13.150
-182.287, 43.827, 4.528, 13.183
-182.285, 43.674, 4.595, 13.216
-182.283, 43.518, 4.679, 13.249
-182.281, 43.358, 4.776, 13.282
-182.278, 43.196, 4.882, 13.315
-182.276, 43.029, 4.997, 13.348
-182.274, 42.858, 5.117, 13.381
-182.271, 42.684, 5.241, 13.414
-182.269, 42.505, 5.368, 13.447
-182.267, 42.322, 5.486, 13.480
-182.264, 42.137, 5.565, 13.513
-182.262, 41.951, 5.580, 13.546
-182.259, 41.767, 5.522, 13.579
-182.257, 41.587, 5.403, 13.612
-182.255, 41.412, 5.245, 13.645
-182.253, 41.243, 5.093, 13.678
-182.251, 41.078, 4.969, 13.711
-182.248, 40.915, 4.881, 13.744
-182.246, 40.755, 4.813, 13.777
-182.244, 40.596, 4.781, 13.810
-182.242, 40.436, 4.788, 13.843
-182.240, 40.276, 4.825, 13.876
-182.238, 40.113, 4.886, 13.909
-182.236, 39.947, 4.964, 13.942
-182.234, 39.779, 5.054, 13.975
-182.232, 39.607, 5.154, 14.008
-182.230, 39.431, 5.263, 14.041
-182.228, 39.252, 5.379, 14.074
-182.225, 39.069, 5.499, 14.107
-182.223, 38.882, 5.624, 14.140
-182.221, 38.690, 5.750, 14.173
-182.218, 38.495, 5.866, 14.206
-182.216, 38.297, 5.943, 14.239
-182.214, 38.098, 5.956, 14.272
-182.212, 37.902, 5.897, 14.305
-182.209, 37.709, 5.778, 14.338
-182.207, 37.522, 5.621, 14.371
-182.205, 37.340, 5.476, 14.404
-182.203, 37.162, 5.364, 14.437
-182.201, 36.986, 5.292, 14.470
-182.199, 36.811, 5.247, 14.503
-182.197, 36.638, 5.218, 14.536
-182.195, 36.464, 5.206, 14.569
-182.193, 36.290, 5.212, 14.602
-182.191, 36.116, 5.236, 14.635
-182.189, 35.940, 5.278, 14.668
-182.187, 35.762, 5.339, 14.701
-182.185, 35.581, 5.420, 14.734
-182.183, 35.397, 5.523, 14.767
-182.181, 35.208, 5.652, 14.800
-182.179, 35.015, 5.799, 14.833
-182.177, 34.817, 5.946, 14.866
-182.175, 34.614, 6.092, 14.899
-182.172, 34.407, 6.236, 14.932
-182.170, 34.195, 6.358, 14.965
-182.168, 33.981, 6.431, 14.998
-182.166, 33.766, 6.432, 15.031
-182.164, 33.554, 6.364, 15.064
-182.161, 33.347, 6.239, 15.097
-182.159, 33.144, 6.076, 15.130
-182.157, 32.948, 5.914, 15.163
-182.155, 32.756, 5.773, 15.196
-182.153, 32.568, 5.662, 15.229
-182.152, 32.382, 5.572, 15.262
-182.150, 32.198, 5.516, 15.295
-182.148, 32.015, 5.494, 15.328
-182.146, 31.833, 5.484, 15.361
-182.144, 31.650, 5.486, 15.394
-182.142, 31.466, 5.506, 15.427
-182.140, 31.281, 5.545, 15.460
-182.138, 31.094, 5.603, 15.493
-182.136, 30.905, 5.681, 15.526
-182.135, 30.712, 5.781, 15.559
-182.133, 30.515, 5.905, 15.592
-182.131, 30.314, 6.040, 15.625
-182.129, 30.108, 6.176, 15.658
-182.126, 29.898, 6.313, 15.691
-182.124, 29.683, 6.451, 15.724
-182.122, 29.464, 6.589, 15.757
-182.120, 29.240, 6.725, 15.790
-182.118, 29.012, 6.841, 15.823
-182.116, 28.782, 6.908, 15.856
-182.114, 28.552, 6.905, 15.889
-182.112, 28.324, 6.834, 15.922
-182.110, 28.101, 6.708, 15.955
-182.107, 27.883, 6.545, 15.988
-182.106, 27.671, 6.391, 16.021
-182.104, 27.463, 6.264, 16.054
-182.102, 27.257, 6.174, 16.087
-182.100, 27.054, 6.111, 16.120
-182.098, 26.852, 6.084, 16.153
-182.096, 26.649, 6.090, 16.186
-182.094, 26.445, 6.120, 16.219
-182.092, 26.239, 6.169, 16.252
-182.090, 26.031, 6.232, 16.285
-182.089, 25.821, 6.308, 16.318
-182.087, 25.608, 6.396, 16.351
-182.085, 25.391, 6.492, 16.384
-182.083, 25.172, 6.595, 16.417
-182.081, 24.948, 6.703, 16.450
-182.079, 24.721, 6.815, 16.483
-182.077, 24.490, 6.931, 16.516
-182.075, 24.256, 7.049, 16.549
-182.073, 24.017, 7.170, 16.582
-182.070, 23.775, 7.286, 16.615
-182.068, 23.529, 7.373, 16.648
-182.066, 23.282, 7.406, 16.681
-182.064, 23.037, 7.368, 16.714
-182.062, 22.795, 7.268, 16.747
-182.060, 22.558, 7.125, 16.780
-182.058, 22.325, 6.987, 16.813
-182.056, 22.097, 6.870, 16.846
-182.054, 21.871, 6.784, 16.879
-182.053, 21.647, 6.723, 16.912
-182.051, 21.425, 6.694, 16.945
-182.049, 21.202, 6.695, 16.978
-182.047, 20.978, 6.719, 17.011
-182.045, 20.752, 6.763, 17.044
-182.043, 20.525, 6.821, 17.077
-182.041, 20.295, 6.892, 17.110
-182.039, 20.062, 6.973, 17.143
-182.037, 19.827, 7.062, 17.176
-182.035, 19.588, 7.157, 17.209
-182.033, 19.347, 7.258, 17.242
-182.031, 19.101, 7.363, 17.275
-182.029, 18.853, 7.472, 17.308
-182.027, 18.600, 7.584, 17.341
-182.025, 18.344, 7.698, 17.374
-182.023, 18.084, 7.812, 17.407
-182.021, 17.821, 7.908, 17.440
-182.019, 17.556, 7.956, 17.473
-182.017, 17.291, 7.937, 17.506
-182.015, 17.029, 7.856, 17.539
-182.013, 16.772, 7.732, 17.572
-182.011, 16.519, 7.601, 17.605
-182.009, 16.270, 7.481, 17.638
-182.007, 16.025, 7.368, 17.671
-182.005, 15.783, 7.268, 17.704
-182.003, 15.543, 7.192, 17.737
-182.002, 15.305, 7.149, 17.770
-182.000, 15.068, 7.135, 17.803
-181.998, 14.829, 7.147, 17.836
-181.996, 14.590, 7.179, 17.869
-181.994, 14.349, 7.227, 17.902
-181.992, 14.106, 7.288, 17.935
-181.990, 13.860, 7.359, 17.968
-181.989, 13.612, 7.440, 18.001
-181.987, 13.361, 7.527, 18.034
-181.985, 13.107, 7.621, 18.067
-181.983, 12.850, 7.719, 18.100
-181.981, 12.590, 7.822, 18.133
-181.979, 12.326, 7.928, 18.166
-181.977, 12.058, 8.037, 18.199
-181.975, 11.787, 8.148, 18.232
-181.973, 11.512, 8.262, 18.265
-181.971, 11.233, 8.376, 18.298
-181.968, 10.950, 8.491, 18.331
-181.966, 10.664, 8.600, 18.364
-181.964, 10.375, 8.678, 18.397
-181.962, 10.085, 8.702, 18.430
-181.960, 9.797, 8.658, 18.463
-181.958, 9.512, 8.554, 18.496
-181.956, 9.232, 8.409, 18.529
-181.954, 8.957, 8.264, 18.562
-181.952, 8.687, 8.136, 18.595
-181.950, 8.419, 8.032, 18.628
-181.948, 8.155, 7.949, 18.661
-181.946, 7.892, 7.896, 18.694
-181.944, 7.629, 7.871, 18.727
-181.942, 7.367, 7.870, 18.760
-181.940, 7.104, 7.889, 18.793
-181.938, 6.840, 7.925, 18.826
-181.937, 6.574, 7.975, 18.859
-181.935, 6.306, 8.036, 18.892
-181.933, 6.036, 8.105, 18.925
-181.931, 5.763, 8.183, 18.958
-181.929, 5.487, 8.267, 18.991
-181.927, 5.209, 8.356, 19.024
-181.925, 4.927, 8.450, 19.057
-181.923, 4.642, 8.548, 19.090
-181.921, 4.354, 8.649, 19.123
-181.918, 4.063, 8.752, 19.156
-181.916, 3.768, 8.858, 19.189
-181.914, 3.469, 8.966, 19.222
-181.912, 3.167, 9.075, 19.255
-181.910, 2.862, 9.185, 19.288
-181.908, 2.552, 9.296, 19.321
-181.906, 2.239, 9.406, 19.354
-181.903, 1.923, 9.497, 19.387
-181.901, 1.606, 9.542, 19.420
-181.899, 1.288, 9.522, 19.453
-181.897, 0.974, 9.442, 19.486
-181.895, 0.664, 9.319, 19.519
-181.893, 0.358, 9.194, 19.552
-181.891, 0.056, 9.082, 19.585
-181.889, -0.243, 8.981, 19.618
-181.886, -0.539, 8.897, 19.651
-181.884, -0.834, 8.840, 19.684
-181.882, -1.127, 8.807, 19.717
-181.880, -1.420, 8.797, 19.750
-181.878, -1.714, 8.807, 19.783
-181.876, -2.008, 8.832, 19.816
-181.874, -2.304, 8.871, 19.849
-181.872, -2.602, 8.920, 19.882
-181.870, -2.901, 8.979, 19.915
-181.868, -3.203, 9.046, 19.948
-181.866, -3.507, 9.120, 19.981
-181.864, -3.813, 9.199, 20.014
-181.862, -4.123, 9.283, 20.047
-181.859, -4.435, 9.371, 20.080
-181.857, -4.750, 9.462, 20.113
-181.855, -5.068, 9.557, 20.146
-181.853, -5.390, 9.653, 20.179
-181.851, -5.714, 9.752, 20.212
-181.848, -6.042, 9.853, 20.245
-181.846, -6.374, 9.955, 20.278
-181.844, -6.709, 10.059, 20.311
-181.842, -7.047, 10.163, 20.344
-181.839, -7.389, 10.268, 20.377
-181.837, -7.734, 10.372, 20.410
-181.835, -8.082, 10.458, 20.443
-181.832, -8.432, 10.500, 20.476
-181.830, -8.781, 10.479, 20.509
-181.828, -9.127, 10.398, 20.542
-181.825, -9.469, 10.275, 20.575
-181.823, -9.807, 10.147, 20.608
-181.821, -10.141, 10.029, 20.641
-181.819, -10.471, 9.920, 20.674
-181.817, -10.798, 9.826, 20.707
-181.814, -11.123, 9.757, 20.740
-181.812, -11.447, 9.711, 20.773
-181.810, -11.769, 9.686, 20.806
-181.808, -12.092, 9.680, 20.839
-181.806, -12.415, 9.691, 20.872
-181.803, -12.739, 9.715, 20.905
-181.801, -13.064, 9.751, 20.938
-181.799, -13.391, 9.797, 20.971
-181.797, -13.720, 9.852, 21.004
-181.794, -14.050, 9.914, 21.037
-181.792, -14.383, 9.981, 21.070
-181.790, -14.718, 10.055, 21.103
-181.788, -15.056, 10.132, 21.136
-181.785, -15.396, 10.214, 21.169
-181.783, -15.739, 10.298, 21.202
-181.781, -16.085, 10.386, 21.235
-181.778, -16.434, 10.476, 21.268
-181.776, -16.786, 10.568, 21.301
-181.774, -17.141, 10.662, 21.334
-181.771, -17.499, 10.758, 21.367
-181.769, -17.861, 10.855, 21.400
-181.766, -18.225, 10.953, 21.433
-181.764, -18.593, 11.053, 21.466
-181.761, -18.964, 11.153, 21.499
-181.759, -19.339, 11.254, 21.532
-181.756, -19.717, 11.356, 21.565
-181.754, -20.098, 11.458, 21.598
-181.751, -20.483, 11.561, 21.631
-181.749, -20.871, 11.663, 21.664
-181.746, -21.262, 11.755, 21.697
-181.743, -21.656, 11.815, 21.730
-181.741, -22.049, 11.821, 21.763
-181.738, -22.441, 11.764, 21.796
-181.735, -22.829, 11.661, 21.829
-181.733, -23.214, 11.546, 21.862
-181.730, -23.594, 11.437, 21.895
-181.728, -23.972, 11.332, 21.928
-181.725, -24.346, 11.240, 21.961
-181.723, -24.718, 11.167, 21.994
-181.720, -25.088, 11.115, 22.027
-181.718, -25.457, 11.080, 22.060
-181.715, -25.826, 11.063, 22.093
-181.713, -26.195, 11.061, 22.126
-181.710, -26.564, 11.072, 22.159
-181.708, -26.934, 11.094, 22.192
-181.705, -27.305, 11.126, 22.225
-181.703, -27.677, 11.167, 22.258
-181.700, -28.051, 11.214, 22.291
-181.698, -28.427, 11.268, 22.324
-181.695, -28.804, 11.327, 22.357
-181.692, -29.184, 11.392, 22.390
-181.690, -29.566, 11.460, 22.423
-181.687, -29.950, 11.533, 22.456
-181.684, -30.337, 11.609, 22.489
-181.682, -30.727, 11.687, 22.522
-181.679, -31.119, 11.769, 22.555
-181.676, -31.513, 11.853, 22.588
-181.674, -31.911, 11.939, 22.621
-181.671, -32.312, 12.026, 22.654
-181.668, -32.715, 12.116, 22.687
-181.665, -33.121, 12.206, 22.720
-181.663, -33.531, 12.299, 22.753
-181.660, -33.943, 12.392, 22.786
-181.657, -34.359, 12.486, 22.819
-181.654, -34.778, 12.581, 22.852
-181.651, -35.200, 12.677, 22.885
-181.648, -35.625, 12.774, 22.918
-181.645, -36.054, 12.871, 22.951
-181.642, -36.485, 12.969, 22.984
-181.639, -36.920, 13.067, 23.017
-181.636, -37.358, 13.165, 23.050
